semantic_loop_id,primitive_loop_id,canonical_primitive_core,closed_path,transition_length,allowed_orientations,reverse_path_id,motif_type,development_count,stock_breadth,session_breadth,month_breadth,quarter_breadth,clock_breadth,top_stock_share,top_month_share,complete_semantic_identity,source_gap_free,primary_length_eligible,sensitivity_length_eligible,selection_period,support_pass,run_id,git_sha,contract_hash,data_snapshot_hash,dictionary_version,dictionary_hash,state_model_version,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,decision_id,symbol,session,decision_timestamp,event_timestamp,source_artifact,source_hash
loop_p_1-2-7-5-4-6-3-1,loop_p_1-2-7-5-4-6-3-1,"[1, 2, 7, 5, 4, 6, 3]","[1, 2, 7, 5, 4, 6, 3, 1]",7,"[[1, 2, 7, 5, 4, 6, 3, 1], [2, 7, 5, 4, 6, 3, 1, 2], [3, 1, 2, 7, 5, 4, 6, 3], [4, 6, 3, 1, 2, 7, 5, 4], [5, 4, 6, 3, 1, 2, 7, 5], [6, 3, 1, 2, 7, 5, 4, 6], [7, 5, 4, 6, 3, 1, 2, 7]]",loop_p_1-3-6-4-5-7-2-1,primitive,1,1,1,1,1,1,1,1,True,True,False,True,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-2-7-6-5-1,loop_p_1-2-7-6-5-1,"[1, 2, 7, 6, 5]","[1, 2, 7, 6, 5, 1]",5,"[[1, 2, 7, 6, 5, 1], [2, 7, 6, 5, 1, 2], [5, 1, 2, 7, 6, 5], [6, 5, 1, 2, 7, 6], [7, 6, 5, 1, 2, 7]]",loop_p_1-5-6-7-2-1,primitive,6,1,1,1,1,2,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-1,loop_p_1-3-1,"[1, 3]","[1, 3, 1]",2,"[[1, 3, 1], [3, 1, 3]]",loop_p_1-3-1,primitive,31147,22,2627,12,4,3,0.0698943718496,0.134202330883,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-1,loop_p_1-3-2-1,"[1, 3, 2]","[1, 3, 2, 1]",3,"[[1, 3, 2, 1], [2, 1, 3, 2], [3, 2, 1, 3]]",loop_p_1-2-3-1,primitive,3128,22,483,12,4,3,0.0834398976982,0.147698209719,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-4-1,loop_p_1-3-2-4-1,"[1, 3, 2, 4]","[1, 3, 2, 4, 1]",4,"[[1, 3, 2, 4, 1], [2, 4, 1, 3, 2], [3, 2, 4, 1, 3], [4, 1, 3, 2, 4]]",loop_p_1-4-2-3-1,primitive,339,21,54,12,4,3,0.109144542773,0.17994100295,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-4-6-1,loop_p_1-3-2-4-6-1,"[1, 3, 2, 4, 6]","[1, 3, 2, 4, 6, 1]",5,"[[1, 3, 2, 4, 6, 1], [2, 4, 6, 1, 3, 2], [3, 2, 4, 6, 1, 3], [4, 6, 1, 3, 2, 4], [6, 1, 3, 2, 4, 6]]",loop_p_1-6-4-2-3-1,primitive,32,3,4,4,3,3,0.71875,0.71875,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-5-1,loop_p_1-3-2-5-1,"[1, 3, 2, 5]","[1, 3, 2, 5, 1]",4,"[[1, 3, 2, 5, 1], [2, 5, 1, 3, 2], [3, 2, 5, 1, 3], [5, 1, 3, 2, 5]]",loop_p_1-5-2-3-1,primitive,16,2,2,2,1,1,0.75,0.75,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-5-4-1,loop_p_1-3-2-5-4-1,"[1, 3, 2, 5, 4]","[1, 3, 2, 5, 4, 1]",5,"[[1, 3, 2, 5, 4, 1], [2, 5, 4, 1, 3, 2], [3, 2, 5, 4, 1, 3], [4, 1, 3, 2, 5, 4], [5, 4, 1, 3, 2, 5]]",loop_p_1-4-5-2-3-1,primitive,9,2,2,2,2,2,0.666666666667,0.666666666667,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-5-6-1,loop_p_1-3-2-5-6-1,"[1, 3, 2, 5, 6]","[1, 3, 2, 5, 6, 1]",5,"[[1, 3, 2, 5, 6, 1], [2, 5, 6, 1, 3, 2], [3, 2, 5, 6, 1, 3], [5, 6, 1, 3, 2, 5], [6, 1, 3, 2, 5, 6]]",loop_p_1-6-5-2-3-1,primitive,5,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-6-1,loop_p_1-3-2-6-1,"[1, 3, 2, 6]","[1, 3, 2, 6, 1]",4,"[[1, 3, 2, 6, 1], [2, 6, 1, 3, 2], [3, 2, 6, 1, 3], [6, 1, 3, 2, 6]]",loop_p_1-6-2-3-1,primitive,52,6,6,4,3,3,0.269230769231,0.596153846154,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-6-5-4-1,loop_p_1-3-2-6-5-4-1,"[1, 3, 2, 6, 5, 4]","[1, 3, 2, 6, 5, 4, 1]",6,"[[1, 3, 2, 6, 5, 4, 1], [2, 6, 5, 4, 1, 3, 2], [3, 2, 6, 5, 4, 1, 3], [4, 1, 3, 2, 6, 5, 4], [5, 4, 1, 3, 2, 6, 5], [6, 5, 4, 1, 3, 2, 6]]",loop_p_1-4-5-6-2-3-1,primitive,2,1,1,1,1,1,1,1,True,True,False,True,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-1,loop_p_1-3-4-1,"[1, 3, 4]","[1, 3, 4, 1]",3,"[[1, 3, 4, 1], [3, 4, 1, 3], [4, 1, 3, 4]]",loop_p_1-4-3-1,primitive,4134,22,661,12,4,3,0.0778906627963,0.122399612966,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-2-1,loop_p_1-3-4-2-1,"[1, 3, 4, 2]","[1, 3, 4, 2, 1]",4,"[[1, 3, 4, 2, 1], [2, 1, 3, 4, 2], [3, 4, 2, 1, 3], [4, 2, 1, 3, 4]]",loop_p_1-2-4-3-1,primitive,2595,22,381,12,4,3,0.0847784200385,0.137186897881,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-2-5-1,loop_p_1-3-4-2-5-1,"[1, 3, 4, 2, 5]","[1, 3, 4, 2, 5, 1]",5,"[[1, 3, 4, 2, 5, 1], [2, 5, 1, 3, 4, 2], [3, 4, 2, 5, 1, 3], [4, 2, 5, 1, 3, 4], [5, 1, 3, 4, 2, 5]]",loop_p_1-5-2-4-3-1,primitive,4,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-2-6-1,loop_p_1-3-4-2-6-1,"[1, 3, 4, 2, 6]","[1, 3, 4, 2, 6, 1]",5,"[[1, 3, 4, 2, 6, 1], [2, 6, 1, 3, 4, 2], [3, 4, 2, 6, 1, 3], [4, 2, 6, 1, 3, 4], [6, 1, 3, 4, 2, 6]]",loop_p_1-6-2-4-3-1,primitive,17,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-5-1,loop_p_1-3-4-5-1,"[1, 3, 4, 5]","[1, 3, 4, 5, 1]",4,"[[1, 3, 4, 5, 1], [3, 4, 5, 1, 3], [4, 5, 1, 3, 4], [5, 1, 3, 4, 5]]",loop_p_1-5-4-3-1,primitive,17,2,2,2,2,2,0.882352941176,0.882352941176,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-5-2-1,loop_p_1-3-4-5-2-1,"[1, 3, 4, 5, 2]","[1, 3, 4, 5, 2, 1]",5,"[[1, 3, 4, 5, 2, 1], [2, 1, 3, 4, 5, 2], [3, 4, 5, 2, 1, 3], [4, 5, 2, 1, 3, 4], [5, 2, 1, 3, 4, 5]]",loop_p_1-2-5-4-3-1,primitive,22,4,7,6,3,2,0.454545454545,0.363636363636,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-5-6-1,loop_p_1-3-4-5-6-1,"[1, 3, 4, 5, 6]","[1, 3, 4, 5, 6, 1]",5,"[[1, 3, 4, 5, 6, 1], [3, 4, 5, 6, 1, 3], [4, 5, 6, 1, 3, 4], [5, 6, 1, 3, 4, 5], [6, 1, 3, 4, 5, 6]]",loop_p_1-6-5-4-3-1,primitive,7,2,2,2,1,1,0.714285714286,0.714285714286,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-5-6-2-1,loop_p_1-3-4-5-6-2-1,"[1, 3, 4, 5, 6, 2]","[1, 3, 4, 5, 6, 2, 1]",6,"[[1, 3, 4, 5, 6, 2, 1], [2, 1, 3, 4, 5, 6, 2], [3, 4, 5, 6, 2, 1, 3], [4, 5, 6, 2, 1, 3, 4], [5, 6, 2, 1, 3, 4, 5], [6, 2, 1, 3, 4, 5, 6]]",loop_p_1-2-6-5-4-3-1,primitive,35,5,5,3,3,3,0.371428571429,0.514285714286,True,True,False,True,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-6-1,loop_p_1-3-4-6-1,"[1, 3, 4, 6]","[1, 3, 4, 6, 1]",4,"[[1, 3, 4, 6, 1], [3, 4, 6, 1, 3], [4, 6, 1, 3, 4], [6, 1, 3, 4, 6]]",loop_p_1-6-4-3-1,primitive,122,10,16,10,4,3,0.237704918033,0.262295081967,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-6-2-1,loop_p_1-3-4-6-2-1,"[1, 3, 4, 6, 2]","[1, 3, 4, 6, 2, 1]",5,"[[1, 3, 4, 6, 2, 1], [2, 1, 3, 4, 6, 2], [3, 4, 6, 2, 1, 3], [4, 6, 2, 1, 3, 4], [6, 2, 1, 3, 4, 6]]",loop_p_1-2-6-4-3-1,primitive,143,11,16,9,4,3,0.223776223776,0.314685314685,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-6-5-2-1,loop_p_1-3-4-6-5-2-1,"[1, 3, 4, 6, 5, 2]","[1, 3, 4, 6, 5, 2, 1]",6,"[[1, 3, 4, 6, 5, 2, 1], [2, 1, 3, 4, 6, 5, 2], [3, 4, 6, 5, 2, 1, 3], [4, 6, 5, 2, 1, 3, 4], [5, 2, 1, 3, 4, 6, 5], [6, 5, 2, 1, 3, 4, 6]]",loop_p_1-2-5-6-4-3-1,primitive,3,1,1,1,1,1,1,1,True,True,False,True,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-5-1,loop_p_1-3-5-1,"[1, 3, 5]","[1, 3, 5, 1]",3,"[[1, 3, 5, 1], [3, 5, 1, 3], [5, 1, 3, 5]]",loop_p_1-5-3-1,primitive,72,8,12,8,4,3,0.486111111111,0.444444444444,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-5-2-1,loop_p_1-3-5-2-1,"[1, 3, 5, 2]","[1, 3, 5, 2, 1]",4,"[[1, 3, 5, 2, 1], [2, 1, 3, 5, 2], [3, 5, 2, 1, 3], [5, 2, 1, 3, 5]]",loop_p_1-2-5-3-1,primitive,51,8,12,9,4,2,0.254901960784,0.294117647059,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-5-2-4-1,loop_p_1-3-5-2-4-1,"[1, 3, 5, 2, 4]","[1, 3, 5, 2, 4, 1]",5,"[[1, 3, 5, 2, 4, 1], [2, 4, 1, 3, 5, 2], [3, 5, 2, 4, 1, 3], [4, 1, 3, 5, 2, 4], [5, 2, 4, 1, 3, 5]]",loop_p_1-4-2-5-3-1,primitive,5,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-5-4-1,loop_p_1-3-5-4-1,"[1, 3, 5, 4]","[1, 3, 5, 4, 1]",4,"[[1, 3, 5, 4, 1], [3, 5, 4, 1, 3], [4, 1, 3, 5, 4], [5, 4, 1, 3, 5]]",loop_p_1-4-5-3-1,primitive,22,5,5,4,2,2,0.5,0.5,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-5-4-2-1,loop_p_1-3-5-4-2-1,"[1, 3, 5, 4, 2]","[1, 3, 5, 4, 2, 1]",5,"[[1, 3, 5, 4, 2, 1], [2, 1, 3, 5, 4, 2], [3, 5, 4, 2, 1, 3], [4, 2, 1, 3, 5, 4], [5, 4, 2, 1, 3, 5]]",loop_p_1-2-4-5-3-1,primitive,37,6,7,6,4,2,0.324324324324,0.324324324324,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
